id,question_id,option_text,target_sense_id,is_correct,sort_order,human_review
d73204bf-a14b-5b4a-84c2-8d4c8680d196,394ce4ac-7f9c-5b1a-9b10-ad4b9a1d6bce,grandmother,b9d1927f-8156-53f9-ab7e-a03dd49a3ec8,false,1,false
fe708090-62c8-5649-9bf3-f3d8efd63928,394ce4ac-7f9c-5b1a-9b10-ad4b9a1d6bce,grandparent,7b0b962f-ca73-5289-8ab7-b1b27d15b765,false,2,false
c0e0386c-8e0d-52de-b72b-44e73efc08c8,394ce4ac-7f9c-5b1a-9b10-ad4b9a1d6bce,family,a21ce8dc-720e-597f-b69f-1230eec33f6a,true,3,false
cbba839d-a195-5d8a-91dd-131f6eb9983b,394ce4ac-7f9c-5b1a-9b10-ad4b9a1d6bce,sister,984a8d58-de7e-54cf-96cf-391d0991b6eb,false,4,false
169487ba-e9aa-5651-a032-cb4ceb57ca87,670769cb-bd64-51af-876a-37c72c5f5070,家庭；家人,a21ce8dc-720e-597f-b69f-1230eec33f6a,true,1,false
94c137f7-60e2-5dc5-b45b-d5878566c839,670769cb-bd64-51af-876a-37c72c5f5070,祖父母；外祖父母,7b0b962f-ca73-5289-8ab7-b1b27d15b765,false,2,false
9b917e75-2286-591d-972a-c5299eb54949,670769cb-bd64-51af-876a-37c72c5f5070,祖母；外祖母,b9d1927f-8156-53f9-ab7e-a03dd49a3ec8,false,3,false
d55b9028-691d-5989-b655-4b00fdd9c1de,670769cb-bd64-51af-876a-37c72c5f5070,姐妹；姐姐；妹妹,984a8d58-de7e-54cf-96cf-391d0991b6eb,false,4,false
9094f204-1dca-52bc-a18b-f5635df54a63,b295d495-39b7-5220-a282-bcb325ea3c99,parent,52f765e5-e468-5d65-9e23-32fe2e05d59a,true,1,false
26aba534-5160-55e9-9a8e-d1160a761487,b295d495-39b7-5220-a282-bcb325ea3c99,relative,59201284-fb3a-54a7-9a11-bb0827260e87,false,2,false
7e4816c8-1db7-5752-a321-aa67a96e35ce,b295d495-39b7-5220-a282-bcb325ea3c99,nephew,2044a5e1-74c9-5b65-a8cd-d0ff3cdbe70c,false,3,false
67383636-60ec-5b58-95bf-b265010cfe43,b295d495-39b7-5220-a282-bcb325ea3c99,people,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,false,4,false
775b5b2e-47c4-582a-82f7-f311d894ff54,30f90ad1-4709-5db5-867b-30d5e8f3b153,亲戚,59201284-fb3a-54a7-9a11-bb0827260e87,false,1,false
5ecee83a-2f14-5f08-9f26-655fc074225c,30f90ad1-4709-5db5-867b-30d5e8f3b153,人们,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,false,2,false
da476131-478e-5cf7-b7e0-a0725950a859,30f90ad1-4709-5db5-867b-30d5e8f3b153,侄子；外甥,2044a5e1-74c9-5b65-a8cd-d0ff3cdbe70c,false,3,false
5485694b-5280-58e8-a09d-7113e90da8f3,30f90ad1-4709-5db5-867b-30d5e8f3b153,父亲或母亲,52f765e5-e468-5d65-9e23-32fe2e05d59a,true,4,false
13744d54-1297-5d46-b2d5-973c172f715f,351e925b-bc3e-5015-a843-c7400fd981a0,granddaughter,7bead368-6855-512e-b445-1973a2a9ab8a,false,1,false
b45bafab-af4b-5f2d-a1a3-a98e332bb91a,351e925b-bc3e-5015-a843-c7400fd981a0,mother,4f6ac419-d836-541b-ae0d-76642b0975f9,true,2,false
c31fbdf8-6a08-5f5c-914e-c9f6a8c67ccb,351e925b-bc3e-5015-a843-c7400fd981a0,twin,2281d0a2-880f-5a04-8370-dd0703af0688,false,3,false
6aad9422-12dc-5f6b-9138-2a8e85afa631,351e925b-bc3e-5015-a843-c7400fd981a0,relative,59201284-fb3a-54a7-9a11-bb0827260e87,false,4,false
f6db2cb8-fcca-518e-bc02-2dc2ee5f5d4e,225d4c16-84b4-532c-8a78-3ba9c142623d,孙女；外孙女,7bead368-6855-512e-b445-1973a2a9ab8a,false,1,false
260c4bf9-6479-5b1a-b7c1-b72227968eea,225d4c16-84b4-532c-8a78-3ba9c142623d,亲戚,59201284-fb3a-54a7-9a11-bb0827260e87,false,2,false
d5a7b808-c23f-5d65-ae96-56b2a9b192c2,225d4c16-84b4-532c-8a78-3ba9c142623d,母亲；妈妈,4f6ac419-d836-541b-ae0d-76642b0975f9,true,3,false
3eec7c4f-c64d-5611-b187-6874cc8b668b,225d4c16-84b4-532c-8a78-3ba9c142623d,双胞胎之一,2281d0a2-880f-5a04-8370-dd0703af0688,false,4,false
d2fb3d00-c423-53c0-8869-f6fba5bccb45,6f17598c-b5d6-5d9c-94ef-f66fd7c34b1d,father,3020574e-73de-51f6-a10f-bc5ac51d3680,false,1,false
9e2587b7-2201-52bf-8515-ef924c6940df,6f17598c-b5d6-5d9c-94ef-f66fd7c34b1d,child,3c6d20e2-e4f3-5afc-8058-e75033bf5972,true,2,false
f2dd88b6-ff01-5d77-9be6-702fb6af44b3,6f17598c-b5d6-5d9c-94ef-f66fd7c34b1d,uncle,0befb6d0-3c67-523f-9830-41b1ba30d733,false,3,false
e07a9d60-90e1-5f9b-b44c-c1d0714a9ab1,6f17598c-b5d6-5d9c-94ef-f66fd7c34b1d,aunt,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,false,4,false
34e06175-8746-59b9-a8e7-de85c5d37748,843123d6-b62d-50fa-a18b-8279d9089012,父亲；爸爸,3020574e-73de-51f6-a10f-bc5ac51d3680,false,1,false
b20de3d9-fb24-58eb-b074-8090a2b472b0,843123d6-b62d-50fa-a18b-8279d9089012,叔叔；伯伯；舅舅；姨父,0befb6d0-3c67-523f-9830-41b1ba30d733,false,2,false
47140e1e-30a7-57e9-a7c6-672071fd975a,843123d6-b62d-50fa-a18b-8279d9089012,姑妈；姨妈；伯母；婶母,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,false,3,false
24ef796c-9d02-5fad-b6ad-821e2a5b68a2,843123d6-b62d-50fa-a18b-8279d9089012,儿童；孩子,3c6d20e2-e4f3-5afc-8058-e75033bf5972,true,4,false
bcfa4c9d-b06e-523b-99ff-26c345e8b404,fa1c698a-17b2-56c4-8b17-a69fda5168fb,girl,458a2405-f0ad-53a0-a1c5-663fbd569b0a,false,1,false
0a8ce533-0ddd-5ac5-accc-b5641d497983,fa1c698a-17b2-56c4-8b17-a69fda5168fb,father,3020574e-73de-51f6-a10f-bc5ac51d3680,true,2,false
92799463-d7d2-5eb1-bbe0-c5e33c9ff247,fa1c698a-17b2-56c4-8b17-a69fda5168fb,relative,59201284-fb3a-54a7-9a11-bb0827260e87,false,3,false
290a3fe0-c2ed-5e64-8cab-f86b27b12c1a,fa1c698a-17b2-56c4-8b17-a69fda5168fb,people,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,false,4,false
6bea08d0-6cd6-508b-a824-d9f93a1de096,c56fa2ad-2847-5a6d-8ef4-3c1913774d70,人们,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,false,1,false
e41eee0a-7330-5e34-86b2-90c7bcf711c4,c56fa2ad-2847-5a6d-8ef4-3c1913774d70,亲戚,59201284-fb3a-54a7-9a11-bb0827260e87,false,2,false
4510c94b-06f3-578d-8e9d-fa96edd66f7b,c56fa2ad-2847-5a6d-8ef4-3c1913774d70,女孩,458a2405-f0ad-53a0-a1c5-663fbd569b0a,false,3,false
16f4cd69-82e0-5d64-9d01-5fbc381f2ba0,c56fa2ad-2847-5a6d-8ef4-3c1913774d70,父亲；爸爸,3020574e-73de-51f6-a10f-bc5ac51d3680,true,4,false
31498804-fe4f-5252-98e8-6fd1793e882c,634d77f6-4e21-56a4-8405-9ec36841c1ca,parent,52f765e5-e468-5d65-9e23-32fe2e05d59a,false,1,false
848fb8c5-bae3-5fde-a223-ae7c8b8c0e6e,634d77f6-4e21-56a4-8405-9ec36841c1ca,son,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,true,2,false
8749c028-d6ce-55bf-9820-8dadc7ec1786,634d77f6-4e21-56a4-8405-9ec36841c1ca,grandfather,4c1c4ca1-9c12-5d99-9a7a-945083c7efaa,false,3,false
f8016a68-392a-51b0-a17c-29d487aa0761,634d77f6-4e21-56a4-8405-9ec36841c1ca,couple,464a2429-5933-547e-8a0a-b02f137222c7,false,4,false
63ddb30a-05cb-5918-bbaf-2dd6d4291066,3e6463ce-c553-56a9-8622-439cead6a550,父亲或母亲,52f765e5-e468-5d65-9e23-32fe2e05d59a,false,1,false
858ef2c3-2d4d-5e85-884b-0b21ea5fedf9,3e6463ce-c553-56a9-8622-439cead6a550,祖父；外祖父,4c1c4ca1-9c12-5d99-9a7a-945083c7efaa,false,2,false
87986a7a-81dc-5343-9740-b2dbb6c4c27b,3e6463ce-c553-56a9-8622-439cead6a550,夫妻；情侣,464a2429-5933-547e-8a0a-b02f137222c7,false,3,false
73588e21-32d1-547c-a831-bfba484504d1,3e6463ce-c553-56a9-8622-439cead6a550,儿子,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,true,4,false
f6dfde88-cd3d-505c-9d0e-0b0d07a1b3f9,246f6e95-708b-54d6-8511-7939140f4f22,person,e1bcf777-956c-5d38-a71e-250e52b99b59,false,1,false
c3d196e4-823f-51f3-840a-8abfe0ddacef,246f6e95-708b-54d6-8511-7939140f4f22,child,3c6d20e2-e4f3-5afc-8058-e75033bf5972,false,2,false
efd6b454-002c-586b-b81a-130754bfa194,246f6e95-708b-54d6-8511-7939140f4f22,people,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,false,3,false
1a46b52b-01a7-5178-b706-685f51aa48a6,246f6e95-708b-54d6-8511-7939140f4f22,daughter,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,true,4,false
259101b5-b28c-5e3a-8807-dc43c2dcb895,a085881a-a29a-529e-b4ec-42f6e440715e,儿童；孩子,3c6d20e2-e4f3-5afc-8058-e75033bf5972,false,1,false
73af8454-36b3-585f-a637-6d4632dd6c46,a085881a-a29a-529e-b4ec-42f6e440715e,人；个人,e1bcf777-956c-5d38-a71e-250e52b99b59,false,2,false
9c4d58e3-e46a-584a-9c5c-6143137e679b,a085881a-a29a-529e-b4ec-42f6e440715e,人们,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,false,3,false
6796334b-f895-5a37-a641-d9164917955a,a085881a-a29a-529e-b4ec-42f6e440715e,女儿,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,true,4,false
3752c949-ebbd-54e7-b0a1-85e2f3732cdd,6f882f74-3838-5709-8984-2ccc1316d14a,child,3c6d20e2-e4f3-5afc-8058-e75033bf5972,false,1,false
1619c77b-4519-5500-a2d5-af3f81e4a794,6f882f74-3838-5709-8984-2ccc1316d14a,nephew,2044a5e1-74c9-5b65-a8cd-d0ff3cdbe70c,false,2,false
8f46bab3-5784-5d5a-b45e-516244ffe8bd,6f882f74-3838-5709-8984-2ccc1316d14a,adult,409986c8-ffcc-53b7-aace-b384482ff18c,false,3,false
a4eabb3e-55cd-5937-93a8-668f7057789e,6f882f74-3838-5709-8984-2ccc1316d14a,baby,ea790ea2-3091-590a-9382-4a34110050b5,true,4,false
e8315c00-f875-5b17-9ac1-03e94db1aaa6,beb268fb-6778-54d3-af24-e327fcc7856d,婴儿,ea790ea2-3091-590a-9382-4a34110050b5,true,1,false
de7dda48-5f31-5bbe-bf7c-54b988ad7ea8,beb268fb-6778-54d3-af24-e327fcc7856d,儿童；孩子,3c6d20e2-e4f3-5afc-8058-e75033bf5972,false,2,false
8cfc1f20-8469-55cd-9bf0-e23dbfbced7f,beb268fb-6778-54d3-af24-e327fcc7856d,侄子；外甥,2044a5e1-74c9-5b65-a8cd-d0ff3cdbe70c,false,3,false
db23396e-61c3-5948-9101-76e7de4a79ca,beb268fb-6778-54d3-af24-e327fcc7856d,成年人,409986c8-ffcc-53b7-aace-b384482ff18c,false,4,false
d29c1a59-276f-5e24-a991-0b2b0b3ba26f,a16f0f4a-b528-54c9-b651-66ab5856e4a0,relative,59201284-fb3a-54a7-9a11-bb0827260e87,false,1,false
8e90e9b4-3ae2-5c5a-b665-b8b5170fcd1f,a16f0f4a-b528-54c9-b651-66ab5856e4a0,brother,bab89739-8d84-56fd-bae0-7b57f736aa43,true,2,false
5fe2aed8-11fb-575d-ac4c-6d137c9e08e8,a16f0f4a-b528-54c9-b651-66ab5856e4a0,granddaughter,7bead368-6855-512e-b445-1973a2a9ab8a,false,3,false
f48e51e6-7409-570b-90ad-e79f512421aa,a16f0f4a-b528-54c9-b651-66ab5856e4a0,parent,52f765e5-e468-5d65-9e23-32fe2e05d59a,false,4,false
2fc5a53e-b898-524b-b7b6-f4bd9046dbdc,2247820c-8e4f-52f2-8c7b-20c3ef204bb3,父亲或母亲,52f765e5-e468-5d65-9e23-32fe2e05d59a,false,1,false
7bf557e0-23c5-5e2c-84c3-6c26eb673a9f,2247820c-8e4f-52f2-8c7b-20c3ef204bb3,兄弟；哥哥；弟弟,bab89739-8d84-56fd-bae0-7b57f736aa43,true,2,false
642cb766-6bdd-5cb4-b4de-952d205c6a19,2247820c-8e4f-52f2-8c7b-20c3ef204bb3,亲戚,59201284-fb3a-54a7-9a11-bb0827260e87,false,3,false
2ae69538-1994-5501-a332-2eaffced5e21,2247820c-8e4f-52f2-8c7b-20c3ef204bb3,孙女；外孙女,7bead368-6855-512e-b445-1973a2a9ab8a,false,4,false
fec84705-2dfc-5baf-abc0-4a162da5e2b9,17772048-03c9-5502-bc17-26a197fca9bb,baby,ea790ea2-3091-590a-9382-4a34110050b5,false,1,false
b0d70e3c-ed11-507e-967a-5b393b99a7e2,17772048-03c9-5502-bc17-26a197fca9bb,kid,0b3f2002-c5a5-52d9-b4ca-c72d24e495a9,false,2,false
678d75d5-a3f2-5672-b99f-a69989e66105,17772048-03c9-5502-bc17-26a197fca9bb,dad,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,true,3,false
eb8014a9-a0de-54f2-9f4b-06c2b4bb4b2d,17772048-03c9-5502-bc17-26a197fca9bb,mother,4f6ac419-d836-541b-ae0d-76642b0975f9,false,4,false
76d1c88d-7254-528d-8d46-80347b7a7d3a,fd3176fb-e5ef-50fc-ba26-43685940d103,婴儿,ea790ea2-3091-590a-9382-4a34110050b5,false,1,false
6eccaff3-7bf2-5ebd-a3cf-c82b75689fe3,fd3176fb-e5ef-50fc-ba26-43685940d103,母亲；妈妈,4f6ac419-d836-541b-ae0d-76642b0975f9,false,2,false
d26c2474-2794-5862-8625-97434f90d761,fd3176fb-e5ef-50fc-ba26-43685940d103,爸爸,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,true,3,false
a828e70f-334e-55fd-83ac-1e2c379a8a50,fd3176fb-e5ef-50fc-ba26-43685940d103,小孩；孩子,0b3f2002-c5a5-52d9-b4ca-c72d24e495a9,false,4,false
f26a6f9a-94a4-59eb-ba3b-0b55e15dd1ec,3d96baff-2f16-501e-a6b2-ae43eeec7265,husband,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,true,1,false
c1b379da-f218-52ed-a34b-8eb1a2b1a9a2,3d96baff-2f16-501e-a6b2-ae43eeec7265,teenager,08dd3a2f-4c5f-5224-a479-788cb15b004f,false,2,false
a3ecd2d5-3694-5c7f-b110-f5ced74876cd,3d96baff-2f16-501e-a6b2-ae43eeec7265,family,a21ce8dc-720e-597f-b69f-1230eec33f6a,false,3,false
fb063b05-0546-5fa8-aced-ef1b7c0a7b05,3d96baff-2f16-501e-a6b2-ae43eeec7265,friend,3f4c9516-cf61-5007-8264-385a2c38c3ca,false,4,false
e20a483d-4602-5fbc-b1a4-5cc39566121b,05f234fb-0adc-5d54-9596-f4d53e0e70f9,青少年,08dd3a2f-4c5f-5224-a479-788cb15b004f,false,1,false
b7cef038-8936-56c7-8d22-59dd71ec92f6,05f234fb-0adc-5d54-9596-f4d53e0e70f9,丈夫,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,true,2,false
e7ee8c19-bc3b-51ff-9955-223c738ceb70,05f234fb-0adc-5d54-9596-f4d53e0e70f9,家庭；家人,a21ce8dc-720e-597f-b69f-1230eec33f6a,false,3,false
b197b7b1-d7df-573c-b40b-b0a8fb299d45,05f234fb-0adc-5d54-9596-f4d53e0e70f9,朋友,3f4c9516-cf61-5007-8264-385a2c38c3ca,false,4,false
2fbe2cc4-923e-58a6-b964-303b41453bce,c74b489d-f15e-54af-ae1d-02f6b96988e3,child,3c6d20e2-e4f3-5afc-8058-e75033bf5972,false,1,false
6dec6798-c59d-5498-8712-18d8861b39d6,c74b489d-f15e-54af-ae1d-02f6b96988e3,father,3020574e-73de-51f6-a10f-bc5ac51d3680,false,2,false
a5699647-6d96-55d8-adc4-668c3a0a25ac,c74b489d-f15e-54af-ae1d-02f6b96988e3,mom,90c36f21-c660-586d-844c-44e84b41534f,false,3,false
71756788-f470-5cbb-94e2-8f7d1ef2a253,c74b489d-f15e-54af-ae1d-02f6b96988e3,wife,c64a79e5-483d-5352-b614-92ed0ffb6196,true,4,false
25726906-8704-529d-b04f-bcb564b2cb60,d3151c5a-ad6a-5d76-94ff-a6dd2132f9d6,妻子；太太,c64a79e5-483d-5352-b614-92ed0ffb6196,true,1,false
bb405a9f-7630-5883-98d0-3e3ec2b98a2f,d3151c5a-ad6a-5d76-94ff-a6dd2132f9d6,儿童；孩子,3c6d20e2-e4f3-5afc-8058-e75033bf5972,false,2,false
f3ab8b01-b0d3-5614-83b8-b42183c2d490,d3151c5a-ad6a-5d76-94ff-a6dd2132f9d6,妈妈,90c36f21-c660-586d-844c-44e84b41534f,false,3,false
5bf08054-350c-56fe-8f34-bfe1f6165ad1,d3151c5a-ad6a-5d76-94ff-a6dd2132f9d6,父亲；爸爸,3020574e-73de-51f6-a10f-bc5ac51d3680,false,4,false
980884dc-e9d0-5094-a083-669537c51668,fb5a3c1d-a52c-5859-9dc0-2284bdceed42,parent,52f765e5-e468-5d65-9e23-32fe2e05d59a,false,1,false
29016d6d-91ea-5c1c-98e2-7011ef1524a4,fb5a3c1d-a52c-5859-9dc0-2284bdceed42,people,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,false,2,false
f8849f4d-079f-5e12-868a-6210472664de,fb5a3c1d-a52c-5859-9dc0-2284bdceed42,nephew,2044a5e1-74c9-5b65-a8cd-d0ff3cdbe70c,false,3,false
0f70994d-ff1e-570e-bd78-05b5d5161255,fb5a3c1d-a52c-5859-9dc0-2284bdceed42,sister,984a8d58-de7e-54cf-96cf-391d0991b6eb,true,4,false
1548bb6e-18bc-5600-ad51-85a92c1ff16c,36be6f6d-76e5-5ab2-9842-dafc5949d9a3,侄子；外甥,2044a5e1-74c9-5b65-a8cd-d0ff3cdbe70c,false,1,false
8448ed1e-b923-5197-b786-4559eee2976e,36be6f6d-76e5-5ab2-9842-dafc5949d9a3,父亲或母亲,52f765e5-e468-5d65-9e23-32fe2e05d59a,false,2,false
73892687-5cd4-598c-b6ed-7cb5fc98e815,36be6f6d-76e5-5ab2-9842-dafc5949d9a3,人们,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,false,3,false
d66bd098-e72f-5668-b085-8264342d2688,36be6f6d-76e5-5ab2-9842-dafc5949d9a3,姐妹；姐姐；妹妹,984a8d58-de7e-54cf-96cf-391d0991b6eb,true,4,false
a19574cb-89b4-597c-882f-71b76c6f55f9,e15375cc-a1d1-556f-9a6a-094555546800,mom,90c36f21-c660-586d-844c-44e84b41534f,false,1,false
466d2b7d-998d-508c-a428-dd044d3b15d9,e15375cc-a1d1-556f-9a6a-094555546800,partner,4d9bca1a-6d25-574d-86a9-c33b0a5ad9ff,false,2,false
e594008d-4097-580b-9867-8db4d470ec35,e15375cc-a1d1-556f-9a6a-094555546800,person,e1bcf777-956c-5d38-a71e-250e52b99b59,false,3,false
0b190f36-02a2-5be9-9563-8bd92c372cc2,e15375cc-a1d1-556f-9a6a-094555546800,couple,464a2429-5933-547e-8a0a-b02f137222c7,true,4,false
690b4279-c63f-5e1d-ac02-796e89421c42,d77acc50-6054-5d85-8e87-4eca7c55f5ca,妈妈,90c36f21-c660-586d-844c-44e84b41534f,false,1,false
