id,sense_id,question_type_id,type_code,category,answer_form,word_id,example_id,stem,correct_answer,difficulty,is_active,generation_version,human_review,prompt_hint,translation_zh,expected_time_ms,question_type_key,is_context_hint,context_for_multiple_meaning
394ce4ac-7f9c-5b1a-9b10-ad4b9a1d6bce,a21ce8dc-720e-597f-b69f-1230eec33f6a,2,2,new_word,option,b03af018-138b-5e4c-a472-5560a28b9703,,group consisting of one or two parents and their children,family,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,家庭；家人,12000,meaning_choice,false,false
670769cb-bd64-51af-876a-37c72c5f5070,a21ce8dc-720e-597f-b69f-1230eec33f6a,2,2,new_word,option,b03af018-138b-5e4c-a472-5560a28b9703,03921bcb-bedc-5934-9ffe-2dfc1f837789,"My family eats dinner together every evening.

句中“family”是什么意思？",family,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,我的家人每天晚上一起吃晚饭。,15000,reading_comprehension,false,false
5237d590-e2d4-5238-91c7-e8d49f6b75aa,a21ce8dc-720e-597f-b69f-1230eec33f6a,1,1,new_word,keyboard,b03af018-138b-5e4c-a472-5560a28b9703,600984ae-dd52-54be-bf83-c038c810af03,Her f_____ lives in a small apartment.,family,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她的家人住在一套小公寓里。,18000,sentence_cloze_typing,false,false
78fbc3c7-8ab5-5676-9dd7-7222aaf24832,a21ce8dc-720e-597f-b69f-1230eec33f6a,3,3,new_word,keyboard,b03af018-138b-5e4c-a472-5560a28b9703,03921bcb-bedc-5934-9ffe-2dfc1f837789,My ______ eats dinner together every evening.,family,4.0,true,level_1_5_reviewed_v1,false,家庭；家人,我的家人每天晚上一起吃晚饭。,12000,sentence_cloze_typing,false,false
b295d495-39b7-5220-a282-bcb325ea3c99,52f765e5-e468-5d65-9e23-32fe2e05d59a,2,2,new_word,option,c7b71309-71b9-5cda-a712-b4ae6f288c90,,person’s father or mother,parent,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,父亲或母亲,12000,meaning_choice,false,false
30f90ad1-4709-5db5-867b-30d5e8f3b153,52f765e5-e468-5d65-9e23-32fe2e05d59a,2,2,new_word,option,c7b71309-71b9-5cda-a712-b4ae6f288c90,3b8512af-a511-5174-af40-f5218e36eaa1,"Each parent signed the school form.

句中“parent”是什么意思？",parent,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,每位家长都在学校表格上签了字。,15000,reading_comprehension,false,false
01da69ce-07f5-595b-ae64-a172c0a0d521,52f765e5-e468-5d65-9e23-32fe2e05d59a,1,1,new_word,keyboard,c7b71309-71b9-5cda-a712-b4ae6f288c90,a1fb9e7f-24a3-5be2-86c7-d14e1f515412,A p_____ should listen carefully to a child.,parent,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,父母应该认真倾听孩子说话。,18000,sentence_cloze_typing,false,false
84b45e60-bc4b-55e1-b2ba-2407ce29fe82,52f765e5-e468-5d65-9e23-32fe2e05d59a,3,3,new_word,keyboard,c7b71309-71b9-5cda-a712-b4ae6f288c90,3b8512af-a511-5174-af40-f5218e36eaa1,Each ______ signed the school form.,parent,4.0,true,level_1_5_reviewed_v1,false,父亲或母亲,每位家长都在学校表格上签了字。,12000,sentence_cloze_typing,false,false
351e925b-bc3e-5015-a843-c7400fd981a0,4f6ac419-d836-541b-ae0d-76642b0975f9,2,2,new_word,option,ee707d60-b7d5-5a2d-918d-5d4a8f88d83d,,female parent of a child or animal; a person who is acting as a mother to a child,mother,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,母亲；妈妈,12000,meaning_choice,false,false
225d4c16-84b4-532c-8a78-3ba9c142623d,4f6ac419-d836-541b-ae0d-76642b0975f9,2,2,new_word,option,ee707d60-b7d5-5a2d-918d-5d4a8f88d83d,4c0fa520-e3bb-59ae-8d7a-b18b888571e3,"His mother works at the local hospital.

句中“mother”是什么意思？",mother,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,他的母亲在当地医院工作。,15000,reading_comprehension,false,false
9da5092e-b9a0-5200-a58b-9bf5bcbbc5dc,4f6ac419-d836-541b-ae0d-76642b0975f9,1,1,new_word,keyboard,ee707d60-b7d5-5a2d-918d-5d4a8f88d83d,7f76f350-123c-59ef-9538-60ac3aaa9f59,My m_____ calls me every Sunday.,mother,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,我妈妈每个星期天给我打电话。,18000,sentence_cloze_typing,false,false
77b7ebdc-c9ad-5419-bc00-610066d7e930,4f6ac419-d836-541b-ae0d-76642b0975f9,3,3,new_word,keyboard,ee707d60-b7d5-5a2d-918d-5d4a8f88d83d,4c0fa520-e3bb-59ae-8d7a-b18b888571e3,His ______ works at the local hospital.,mother,4.0,true,level_1_5_reviewed_v1,false,母亲；妈妈,他的母亲在当地医院工作。,12000,sentence_cloze_typing,false,false
6f17598c-b5d6-5d9c-94ef-f66fd7c34b1d,3c6d20e2-e4f3-5afc-8058-e75033bf5972,2,2,new_word,option,9bb02efc-bc28-5080-8bc9-4474df8e0147,,young human who is not yet an adult,child,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,儿童；孩子,12000,meaning_choice,false,false
843123d6-b62d-50fa-a18b-8279d9089012,3c6d20e2-e4f3-5afc-8058-e75033bf5972,2,2,new_word,option,9bb02efc-bc28-5080-8bc9-4474df8e0147,37376f92-58bd-5b78-8686-b2b14b1bbe4b,"The child held his father's hand.

句中“child”是什么意思？",child,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,那个孩子牵着父亲的手。,15000,reading_comprehension,false,false
08f7ccc3-62f8-5815-8346-9e88e8b61109,3c6d20e2-e4f3-5afc-8058-e75033bf5972,1,1,new_word,keyboard,9bb02efc-bc28-5080-8bc9-4474df8e0147,85fd4a13-185e-5613-9a40-fdae1d556995,Every c____ needs a safe place to learn.,child,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,每个孩子都需要一个安全的学习场所。,18000,sentence_cloze_typing,false,false
d1fc2d1c-d831-5e9e-a15a-297223430210,3c6d20e2-e4f3-5afc-8058-e75033bf5972,3,3,new_word,keyboard,9bb02efc-bc28-5080-8bc9-4474df8e0147,37376f92-58bd-5b78-8686-b2b14b1bbe4b,The ______ held his father's hand.,child,4.0,true,level_1_5_reviewed_v1,false,儿童；孩子,那个孩子牵着父亲的手。,12000,sentence_cloze_typing,false,false
fa1c698a-17b2-56c4-8b17-a69fda5168fb,3020574e-73de-51f6-a10f-bc5ac51d3680,2,2,new_word,option,980eb914-7cd7-5ffa-8097-bace94f18edf,,male parent of a child or an animal; a person who is acting as the father to a child,father,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,父亲；爸爸,12000,meaning_choice,false,false
c56fa2ad-2847-5a6d-8ef4-3c1913774d70,3020574e-73de-51f6-a10f-bc5ac51d3680,2,2,new_word,option,980eb914-7cd7-5ffa-8097-bace94f18edf,6c1a16bb-113d-584e-8369-39436c51edbd,"Her father cooks breakfast on weekends.

句中“father”是什么意思？",father,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,她父亲周末做早餐。,15000,reading_comprehension,false,false
a11ad502-3ba4-5c0e-914c-264cce65b217,3020574e-73de-51f6-a10f-bc5ac51d3680,1,1,new_word,keyboard,980eb914-7cd7-5ffa-8097-bace94f18edf,8ba52a6c-7d74-576f-9e1f-8f6100c2ea63,My f_____ taught me how to ride a bike.,father,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,我爸爸教我骑自行车。,18000,sentence_cloze_typing,false,false
672860a4-8be9-5e50-af15-35e74d935b4d,3020574e-73de-51f6-a10f-bc5ac51d3680,3,3,new_word,keyboard,980eb914-7cd7-5ffa-8097-bace94f18edf,6c1a16bb-113d-584e-8369-39436c51edbd,Her ______ cooks breakfast on weekends.,father,4.0,true,level_1_5_reviewed_v1,false,父亲；爸爸,她父亲周末做早餐。,12000,sentence_cloze_typing,false,false
634d77f6-4e21-56a4-8405-9ec36841c1ca,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,2,2,new_word,option,67b1a04e-7214-510d-ad64-559dbb9af7da,,person’s male child,son,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,儿子,12000,meaning_choice,false,false
3e6463ce-c553-56a9-8622-439cead6a550,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,2,2,new_word,option,67b1a04e-7214-510d-ad64-559dbb9af7da,55a07baa-7554-587b-9609-beb76cd3c10c,"Their son started school this year.

句中“son”是什么意思？",son,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,他们的儿子今年开始上学。,15000,reading_comprehension,false,false
678a90e1-eeba-5a73-aff5-5220f0c0512c,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,1,1,new_word,keyboard,67b1a04e-7214-510d-ad64-559dbb9af7da,240cc669-a4f0-50e4-8a2e-fc1b617aa6e6,She has one s___ and two daughters.,son,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她有一个儿子和两个女儿。,18000,sentence_cloze_typing,false,false
e435c48b-edd5-570d-99d3-940a34dccc9e,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,3,3,new_word,keyboard,67b1a04e-7214-510d-ad64-559dbb9af7da,55a07baa-7554-587b-9609-beb76cd3c10c,Their ______ started school this year.,son,4.0,true,level_1_5_reviewed_v1,false,儿子,他们的儿子今年开始上学。,12000,sentence_cloze_typing,false,false
246f6e95-708b-54d6-8511-7939140f4f22,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,2,2,new_word,option,62ef2aeb-e532-54b6-8a8a-65714fb6b524,,person’s female child,daughter,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,女儿,12000,meaning_choice,false,false
a085881a-a29a-529e-b4ec-42f6e440715e,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,2,2,new_word,option,62ef2aeb-e532-54b6-8a8a-65714fb6b524,752a4ff3-3fee-5976-8106-cb4315490522,"His daughter loves reading before bed.

句中“daughter”是什么意思？",daughter,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,他的女儿喜欢睡前阅读。,15000,reading_comprehension,false,false
7bb2e92c-32d9-5b5f-8374-e87298d6372b,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,1,1,new_word,keyboard,62ef2aeb-e532-54b6-8a8a-65714fb6b524,74b7c5ee-9444-5546-b98d-f807bbf95f41,Their d_______ is studying at college.,daughter,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,他们的女儿正在上大学。,18000,sentence_cloze_typing,false,false
7644bb03-44a7-5de6-a839-e49a822fc215,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,3,3,new_word,keyboard,62ef2aeb-e532-54b6-8a8a-65714fb6b524,752a4ff3-3fee-5976-8106-cb4315490522,His ______ loves reading before bed.,daughter,4.0,true,level_1_5_reviewed_v1,false,女儿,他的女儿喜欢睡前阅读。,12000,sentence_cloze_typing,false,false
6f882f74-3838-5709-8984-2ccc1316d14a,ea790ea2-3091-590a-9382-4a34110050b5,2,2,new_word,option,43647738-b133-5d8a-bd8f-3318808d95f5,,very young child or animal,baby,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,婴儿,12000,meaning_choice,false,false
beb268fb-6778-54d3-af24-e327fcc7856d,ea790ea2-3091-590a-9382-4a34110050b5,2,2,new_word,option,43647738-b133-5d8a-bd8f-3318808d95f5,385046d4-1de3-5412-a10b-d67b75cc895e,"The baby is sleeping in the bedroom.

句中“baby”是什么意思？",baby,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,婴儿正在卧室里睡觉。,15000,reading_comprehension,false,false
10cb411e-7b5e-5e50-ae82-0894a7f0d8ad,ea790ea2-3091-590a-9382-4a34110050b5,1,1,new_word,keyboard,43647738-b133-5d8a-bd8f-3318808d95f5,b766c7c7-4c3a-578b-9014-4283bd441c06,Please hold the b___ carefully.,baby,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,请小心抱着婴儿。,18000,sentence_cloze_typing,false,false
e6b5e7a3-5005-53f3-afbf-b0a803b59a93,ea790ea2-3091-590a-9382-4a34110050b5,3,3,new_word,keyboard,43647738-b133-5d8a-bd8f-3318808d95f5,385046d4-1de3-5412-a10b-d67b75cc895e,The ______ is sleeping in the bedroom.,baby,4.0,true,level_1_5_reviewed_v1,false,婴儿,婴儿正在卧室里睡觉。,12000,sentence_cloze_typing,false,false
a16f0f4a-b528-54c9-b651-66ab5856e4a0,bab89739-8d84-56fd-bae0-7b57f736aa43,2,2,new_word,option,e819ed39-0972-5e46-9f6e-a666bd33d521,,boy or man who has the same parents as another person,brother,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,兄弟；哥哥；弟弟,12000,meaning_choice,false,false
2247820c-8e4f-52f2-8c7b-20c3ef204bb3,bab89739-8d84-56fd-bae0-7b57f736aa43,2,2,new_word,option,e819ed39-0972-5e46-9f6e-a666bd33d521,31a34c8c-bc3d-5a0b-b205-5329e8e99554,"My brother is three years younger than me.

句中“brother”是什么意思？",brother,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,我弟弟比我小三岁。,15000,reading_comprehension,false,false
a9a943fb-bd99-54d7-95cb-15fe501d3844,bab89739-8d84-56fd-bae0-7b57f736aa43,1,1,new_word,keyboard,e819ed39-0972-5e46-9f6e-a666bd33d521,08662480-53ee-5ae3-8b76-6d052805d71b,Her b______ plays basketball after school.,brother,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,她哥哥放学后打篮球。,18000,sentence_cloze_typing,false,false
9c2b8354-eb7b-5b52-862a-40d1ea351a04,bab89739-8d84-56fd-bae0-7b57f736aa43,3,3,new_word,keyboard,e819ed39-0972-5e46-9f6e-a666bd33d521,31a34c8c-bc3d-5a0b-b205-5329e8e99554,My ______ is three years younger than me.,brother,4.0,true,level_1_5_reviewed_v1,false,兄弟；哥哥；弟弟,我弟弟比我小三岁。,12000,sentence_cloze_typing,false,false
17772048-03c9-5502-bc17-26a197fca9bb,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,2,2,new_word,option,5e796aa6-34f0-567b-8ffe-88798986783e,,father,dad,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,爸爸,12000,meaning_choice,false,false
fd3176fb-e5ef-50fc-ba26-43685940d103,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,2,2,new_word,option,5e796aa6-34f0-567b-8ffe-88798986783e,a4fb4928-f8ba-51d6-bf61-6a97a26ed860,"My dad drives me to school.

句中“dad”是什么意思？",dad,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,我爸爸开车送我上学。,15000,reading_comprehension,false,false
d64cd412-d6a1-5228-abc9-407954e61a00,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,1,1,new_word,keyboard,5e796aa6-34f0-567b-8ffe-88798986783e,0b49b2ad-d558-56df-b4f9-78a717c28a2c,d___ is making tea in the kitchen.,dad,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,爸爸正在厨房里泡茶。,18000,sentence_cloze_typing,false,false
60aea257-80a6-5515-ad41-06ee8926982c,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,3,3,new_word,keyboard,5e796aa6-34f0-567b-8ffe-88798986783e,a4fb4928-f8ba-51d6-bf61-6a97a26ed860,My ______ drives me to school.,dad,4.0,true,level_1_5_reviewed_v1,false,爸爸,我爸爸开车送我上学。,12000,sentence_cloze_typing,false,false
3d96baff-2f16-501e-a6b2-ae43eeec7265,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,2,2,new_word,option,435264b6-1c58-587e-8a11-0d29278ec391,,the man that somebody is married to; a married man,husband,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,丈夫,12000,meaning_choice,false,false
05f234fb-0adc-5d54-9596-f4d53e0e70f9,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,2,2,new_word,option,435264b6-1c58-587e-8a11-0d29278ec391,a90bb11e-2679-5b78-801a-b246826b21fe,"Her husband works from home.

句中“husband”是什么意思？",husband,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,她丈夫在家办公。,15000,reading_comprehension,false,false
3d994ce0-6878-5771-8f87-a967741acc12,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,1,1,new_word,keyboard,435264b6-1c58-587e-8a11-0d29278ec391,4ed848d5-cf48-546c-b3ca-a3052f79e0c3,My h______ usually washes the dishes.,husband,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,我丈夫通常洗碗。,18000,sentence_cloze_typing,false,false
21510c4f-b04a-56e9-a12b-a57f82f3f0a6,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,3,3,new_word,keyboard,435264b6-1c58-587e-8a11-0d29278ec391,a90bb11e-2679-5b78-801a-b246826b21fe,Her ______ works from home.,husband,4.0,true,level_1_5_reviewed_v1,false,丈夫,她丈夫在家办公。,12000,sentence_cloze_typing,false,false
c74b489d-f15e-54af-ae1d-02f6b96988e3,c64a79e5-483d-5352-b614-92ed0ffb6196,2,2,new_word,option,02ed640a-e6b4-5ec4-a19a-59b9bc178d75,,the woman that somebody is married to; a married woman,wife,4.0,true,level_1_5_reviewed_v1,false,Choose the word that matches the meaning.,妻子；太太,12000,meaning_choice,false,false
d3151c5a-ad6a-5d76-94ff-a6dd2132f9d6,c64a79e5-483d-5352-b614-92ed0ffb6196,2,2,new_word,option,02ed640a-e6b4-5ec4-a19a-59b9bc178d75,4d378faa-e59e-5652-8331-4803ab2f10bf,"His wife teaches English at a college.

句中“wife”是什么意思？",wife,4.0,true,level_1_5_reviewed_v1,false,根据句子选择目标单词的完整中文释义。,他的妻子在一所大学教英语。,15000,reading_comprehension,false,false
a64a8d0d-b15c-5767-9f56-19d25405a5bd,c64a79e5-483d-5352-b614-92ed0ffb6196,1,1,new_word,keyboard,02ed640a-e6b4-5ec4-a19a-59b9bc178d75,790895a4-9863-5962-8c5f-1a2e0de4d37d,My w___ and I share the housework.,wife,4.0,true,level_1_5_reviewed_v1,false,Complete the word using the first-letter hint.,我和妻子分担家务。,18000,sentence_cloze_typing,false,false
fba23632-df1e-59fc-8bb7-1e4694ee93f7,c64a79e5-483d-5352-b614-92ed0ffb6196,3,3,new_word,keyboard,02ed640a-e6b4-5ec4-a19a-59b9bc178d75,4d378faa-e59e-5652-8331-4803ab2f10bf,His ______ teaches English at a college.,wife,4.0,true,level_1_5_reviewed_v1,false,妻子；太太,他的妻子在一所大学教英语。,12000,sentence_cloze_typing,false,false
