id,sense_id,sentence_en,translation_zh,target_span,origin,difficulty_band,source_id,review_status,human_review,audio_path,sort_order
03921bcb-bedc-5934-9ffe-2dfc1f837789,a21ce8dc-720e-597f-b69f-1230eec33f6a,My family eats dinner together every evening.,我的家人每天晚上一起吃晚饭。,family,human_written,4.0,,approved,false,,1
600984ae-dd52-54be-bf83-c038c810af03,a21ce8dc-720e-597f-b69f-1230eec33f6a,Her family lives in a small apartment.,她的家人住在一套小公寓里。,family,human_written,4.0,,approved,false,,2
3b8512af-a511-5174-af40-f5218e36eaa1,52f765e5-e468-5d65-9e23-32fe2e05d59a,Each parent signed the school form.,每位家长都在学校表格上签了字。,parent,human_written,4.0,,approved,false,,1
a1fb9e7f-24a3-5be2-86c7-d14e1f515412,52f765e5-e468-5d65-9e23-32fe2e05d59a,A parent should listen carefully to a child.,父母应该认真倾听孩子说话。,parent,human_written,4.0,,approved,false,,2
4c0fa520-e3bb-59ae-8d7a-b18b888571e3,4f6ac419-d836-541b-ae0d-76642b0975f9,His mother works at the local hospital.,他的母亲在当地医院工作。,mother,human_written,4.0,,approved,false,,1
7f76f350-123c-59ef-9538-60ac3aaa9f59,4f6ac419-d836-541b-ae0d-76642b0975f9,My mother calls me every Sunday.,我妈妈每个星期天给我打电话。,mother,human_written,4.0,,approved,false,,2
37376f92-58bd-5b78-8686-b2b14b1bbe4b,3c6d20e2-e4f3-5afc-8058-e75033bf5972,The child held his father's hand.,那个孩子牵着父亲的手。,child,human_written,4.0,,approved,false,,1
85fd4a13-185e-5613-9a40-fdae1d556995,3c6d20e2-e4f3-5afc-8058-e75033bf5972,Every child needs a safe place to learn.,每个孩子都需要一个安全的学习场所。,child,human_written,4.0,,approved,false,,2
6c1a16bb-113d-584e-8369-39436c51edbd,3020574e-73de-51f6-a10f-bc5ac51d3680,Her father cooks breakfast on weekends.,她父亲周末做早餐。,father,human_written,4.0,,approved,false,,1
8ba52a6c-7d74-576f-9e1f-8f6100c2ea63,3020574e-73de-51f6-a10f-bc5ac51d3680,My father taught me how to ride a bike.,我爸爸教我骑自行车。,father,human_written,4.0,,approved,false,,2
55a07baa-7554-587b-9609-beb76cd3c10c,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,Their son started school this year.,他们的儿子今年开始上学。,son,human_written,4.0,,approved,false,,1
240cc669-a4f0-50e4-8a2e-fc1b617aa6e6,df621dde-0b01-5bdf-a9b5-6d99ec8cc815,She has one son and two daughters.,她有一个儿子和两个女儿。,son,human_written,4.0,,approved,false,,2
752a4ff3-3fee-5976-8106-cb4315490522,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,His daughter loves reading before bed.,他的女儿喜欢睡前阅读。,daughter,human_written,4.0,,approved,false,,1
74b7c5ee-9444-5546-b98d-f807bbf95f41,c87a4cda-23e1-5c98-8efe-0ec654a4be4c,Their daughter is studying at college.,他们的女儿正在上大学。,daughter,human_written,4.0,,approved,false,,2
385046d4-1de3-5412-a10b-d67b75cc895e,ea790ea2-3091-590a-9382-4a34110050b5,The baby is sleeping in the bedroom.,婴儿正在卧室里睡觉。,baby,human_written,4.0,,approved,false,,1
b766c7c7-4c3a-578b-9014-4283bd441c06,ea790ea2-3091-590a-9382-4a34110050b5,Please hold the baby carefully.,请小心抱着婴儿。,baby,human_written,4.0,,approved,false,,2
31a34c8c-bc3d-5a0b-b205-5329e8e99554,bab89739-8d84-56fd-bae0-7b57f736aa43,My brother is three years younger than me.,我弟弟比我小三岁。,brother,human_written,4.0,,approved,false,,1
08662480-53ee-5ae3-8b76-6d052805d71b,bab89739-8d84-56fd-bae0-7b57f736aa43,Her brother plays basketball after school.,她哥哥放学后打篮球。,brother,human_written,4.0,,approved,false,,2
a4fb4928-f8ba-51d6-bf61-6a97a26ed860,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,My dad drives me to school.,我爸爸开车送我上学。,dad,human_written,4.0,,approved,false,,1
0b49b2ad-d558-56df-b4f9-78a717c28a2c,ab1e57cb-ae3e-580e-a4f3-30f59714de7c,Dad is making tea in the kitchen.,爸爸正在厨房里泡茶。,dad,human_written,4.0,,approved,false,,2
a90bb11e-2679-5b78-801a-b246826b21fe,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,Her husband works from home.,她丈夫在家办公。,husband,human_written,4.0,,approved,false,,1
4ed848d5-cf48-546c-b3ca-a3052f79e0c3,f1d7dd00-b6f5-5c36-8884-74d7a1a5a48b,My husband usually washes the dishes.,我丈夫通常洗碗。,husband,human_written,4.0,,approved,false,,2
4d378faa-e59e-5652-8331-4803ab2f10bf,c64a79e5-483d-5352-b614-92ed0ffb6196,His wife teaches English at a college.,他的妻子在一所大学教英语。,wife,human_written,4.0,,approved,false,,1
790895a4-9863-5962-8c5f-1a2e0de4d37d,c64a79e5-483d-5352-b614-92ed0ffb6196,My wife and I share the housework.,我和妻子分担家务。,wife,human_written,4.0,,approved,false,,2
72569797-77c6-5600-a843-e716aca578ed,984a8d58-de7e-54cf-96cf-391d0991b6eb,My sister has long black hair.,我姐姐留着黑色长发。,sister,human_written,4.0,,approved,false,,1
0631e2de-c145-562c-a39c-aa3fa70c4286,984a8d58-de7e-54cf-96cf-391d0991b6eb,Her sister lives in another city.,她妹妹住在另一个城市。,sister,human_written,4.0,,approved,false,,2
aa772e08-d634-5193-915b-12f4a4b8b9c6,464a2429-5933-547e-8a0a-b02f137222c7,The couple moved into a new house.,这对夫妻搬进了一所新房子。,couple,human_written,4.0,,approved,false,,1
89808d4c-63dc-5f05-8d15-a351649cd53d,464a2429-5933-547e-8a0a-b02f137222c7,An elderly couple lives next door.,一对老年夫妇住在隔壁。,couple,human_written,4.0,,approved,false,,2
0ff8cbd8-9728-55dc-b770-9282c874095f,2581a8bc-9c9d-594a-8d91-454f0788f557,They have been married for ten years.,他们已经结婚十年了。,married,human_written,4.0,,approved,false,,1
4cdeed9e-17ae-52f4-9507-5a9dd735d092,2581a8bc-9c9d-594a-8d91-454f0788f557,My married sister lives in Boston.,我已婚的姐姐住在波士顿。,married,human_written,4.0,,approved,false,,2
2cf1d49a-1041-58be-b5db-5c88c17d29ee,409986c8-ffcc-53b7-aace-b384482ff18c,Every adult needs an identification card.,每个成年人都需要身份证件。,adult,human_written,4.0,,approved,false,,1
69a140db-022b-57f0-b271-9a107e32a61a,409986c8-ffcc-53b7-aace-b384482ff18c,An adult must accompany the young child.,必须有成年人陪同这个小孩。,adult,human_written,4.0,,approved,false,,2
31357da7-0403-5dba-8317-bff64813fb1f,e1bcf777-956c-5d38-a71e-250e52b99b59,Only one person can enter at a time.,每次只能有一个人进入。,person,human_written,4.0,,approved,false,,1
4d3603ce-141e-5be3-a0fd-849d70debdf3,e1bcf777-956c-5d38-a71e-250e52b99b59,She is a kind and honest person.,她是一个善良诚实的人。,person,human_written,4.0,,approved,false,,2
995ce595-ea67-57c8-a2d1-a5311ef7d569,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,My aunt visits us every summer.,我姑妈每年夏天来看我们。,aunt,human_written,4.0,,approved,false,,1
971c7928-349f-5454-93c5-4930119dfe9f,c6e0f7e8-2f18-5d03-b237-ea25fc5107e4,Her aunt gave her a birthday gift.,她姨妈送了她一份生日礼物。,aunt,human_written,4.0,,approved,false,,2
d55d2015-803a-569e-b287-c191a3047cb0,69792b86-17a5-5f99-9911-cf5c1bd0aa3d,The boy is waiting for the school bus.,那个男孩正在等校车。,boy,human_written,4.0,,approved,false,,1
b9c0fa9c-1bde-5041-85cf-b35d047626c2,69792b86-17a5-5f99-9911-cf5c1bd0aa3d,A young boy found the lost key.,一个小男孩找到了丢失的钥匙。,boy,human_written,4.0,,approved,false,,2
ca08c362-3be6-5b3f-9067-6252e4c5b5af,458a2405-f0ad-53a0-a1c5-663fbd569b0a,The girl smiled at her teacher.,那个女孩对老师微笑。,girl,human_written,4.0,,approved,false,,1
f557041f-575e-5d43-9c61-b9a61ca9ebe9,458a2405-f0ad-53a0-a1c5-663fbd569b0a,A little girl is playing in the garden.,一个小女孩正在花园里玩。,girl,human_written,4.0,,approved,false,,2
677620d8-41cd-5aa3-b09d-421a1e5e8649,4c80dff6-1e30-561b-9f6c-6d34609a9b22,Trust is important in a marriage.,信任在婚姻中很重要。,marriage,human_written,4.0,,approved,false,,1
5904a7d3-2d98-5e9b-bb1c-143be71dfbd9,4c80dff6-1e30-561b-9f6c-6d34609a9b22,Their marriage has lasted for thirty years.,他们的婚姻已经持续了三十年。,marriage,human_written,4.0,,approved,false,,2
90ec7be2-1680-5d45-bbce-4c7c8551f70f,0befb6d0-3c67-523f-9830-41b1ba30d733,My uncle owns a small restaurant.,我叔叔经营一家小餐馆。,uncle,human_written,4.0,,approved,false,,1
76f00454-d409-552f-99af-88d1ff3d83b3,0befb6d0-3c67-523f-9830-41b1ba30d733,Her uncle taught her to swim.,她舅舅教她游泳。,uncle,human_written,4.0,,approved,false,,2
8420a0cf-6bad-5eb4-8d4e-4a92e8c4a2d9,30cf9efc-ebe2-5a85-853c-4789e422407d,My cousin and I attend the same school.,我表弟和我上同一所学校。,cousin,human_written,4.0,,approved,false,,1
d0cf39f1-87ec-5b07-911b-b7691abe3bb2,30cf9efc-ebe2-5a85-853c-4789e422407d,She visited her cousin during the holiday.,她假期去看望了表姐。,cousin,human_written,4.0,,approved,false,,2
5a09ed18-9e68-53d4-8807-fe82107a8737,6f670f3e-dc90-5273-967f-5e1d0e4fb54a,A tall man opened the door.,一个高个子男人打开了门。,man,human_written,4.0,,approved,false,,1
de5846f9-541f-5a13-a343-21998456ba1f,6f670f3e-dc90-5273-967f-5e1d0e4fb54a,The man carried a heavy box upstairs.,那个男人把一个重箱子搬上楼。,man,human_written,4.0,,approved,false,,2
348f4f2f-3bac-57c1-adfc-47a26886d12f,f9592995-d353-53be-8469-a7ea8dbc5de1,The woman works in our local library.,那位女士在当地的图书馆工作。,woman,human_written,4.0,,approved,false,,1
afcc92e5-750c-51c1-8fd9-709448282f34,f9592995-d353-53be-8469-a7ea8dbc5de1,A young woman answered the phone.,一位年轻女子接了电话。,woman,human_written,4.0,,approved,false,,2
b9c2b0da-d58f-58ca-9f41-eb40e556fe74,ec9f082c-42d4-56e9-a7a3-7ad8e038728d,Please write your age on the form.,请在表格上填写你的年龄。,age,human_written,4.0,,approved,false,,1
f040428e-5bb8-508d-adcd-affc876316ed,ec9f082c-42d4-56e9-a7a3-7ad8e038728d,Children of this age learn very quickly.,这个年龄的孩子学得很快。,age,human_written,4.0,,approved,false,,2
aad8c12d-dbe2-5ac9-9e34-7ddf3220e2ab,59201284-fb3a-54a7-9a11-bb0827260e87,A relative came from another city for the wedding.,一位亲戚从另一个城市来参加婚礼。,relative,human_written,4.0,,approved,false,,1
f077f9b1-5353-50fd-b1bf-bff0c377851d,59201284-fb3a-54a7-9a11-bb0827260e87,She is a close relative of mine.,她是我的近亲。,relative,human_written,4.0,,approved,false,,2
4a0b6006-9865-590e-8e57-db70a463c02e,b9d1927f-8156-53f9-ab7e-a03dd49a3ec8,My grandmother tells wonderful family stories.,我祖母会讲精彩的家庭故事。,grandmother,human_written,4.0,,approved,false,,1
af1b945e-957f-50b9-b123-00e6467959b3,b9d1927f-8156-53f9-ab7e-a03dd49a3ec8,Her grandmother is eighty years old.,她外祖母八十岁了。,grandmother,human_written,4.0,,approved,false,,2
59349a57-18b2-56fa-9853-42516aa8d84e,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,Many people use this park every day.,许多人每天使用这个公园。,people,human_written,4.0,,approved,false,,1
9625902c-d75e-5cd4-a0ef-30ccc41d6030,3da1f81f-cbe2-5a81-9acf-5cd9451bf93d,Young people often learn technology quickly.,年轻人通常很快学会使用科技产品。,people,human_written,4.0,,approved,false,,2
58ebe6c4-f503-554b-93a5-198dfd70a95f,4c1c4ca1-9c12-5d99-9a7a-945083c7efaa,My grandfather grows vegetables in his garden.,我祖父在花园里种蔬菜。,grandfather,human_written,4.0,,approved,false,,1
